,page,nick,area,ip,time,content,agree,usertype
1557,175,蝴蝶的天空之旅,北京,223.104.3.56,2018-08-08 10:11:44,00后竟然不买股票，国家还有希望吗[允悲],0,wb
1558,175,全員惡人兒,北京,58.132.205.207,2018-08-08 10:11:27,我要在后背纹一口大黑锅 以示敬意,1,wb
1559,175,你可能认错人,福建福州,117.29.42.145,2018-08-08 10:11:27,@光翟叔 背上一口高压锅,0,wb
1560,176,月月鸟改用LED灯,广东汕头,223.73.234.214,2018-08-08 10:11:22,是是是，国内经济是你们搞好的，我们都是败家子,0,wb
1561,176,沙漏的轻语,江苏南京,222.94.248.103,2018-08-08 10:11:21,不买房不生孩子 快乐就完事了,0,wb
1562,176,全員惡人兒,北京,58.132.205.207,2018-08-08 10:11:21,我要在后背纹一个大黑锅 以示敬意,0,wb
1563,176,萌小幻,江西南昌,223.104.170.182,2018-08-08 10:11:16,感觉小编要下岗了,0,wb
1564,176,马不停蹄nb,浙江,112.17.243.100,2018-08-08 10:11:15,年轻人不容易啊！[笑cry][笑cry][笑cry],0,wb
1565,176,李琳格37,陕西西安,123.139.69.19,2018-08-08 10:11:11,说的很对，特别是各种借款平台，让你分期，一分期每期就还的少了，那么也就刺激了客户，这么一点钱自己肯定还得起，结果还了借，借了 还，生生不息啊，悲哀啊[笑cry],0,wb
1566,176,美跑子,河北,221.192.180.169,2018-08-08 10:10:41,我始终觉得整体上新一代比旧一代要强，无论是学识水平还是道德水平。,6,wb
1567,176,美龟姐,福建,117.136.75.199,2018-08-08 10:10:40,过度经济支出主要还是在房贷吧！,0,wb
1568,176,多屁的噻文,广东深圳,113.90.32.10,2018-08-08 10:10:20,说得像是年轻人买得起房一样,0,wb
1569,176,你身上的疤蛮酷的,上海,218.81.107.114,2018-08-08 10:09:48,房贷怎么说，那中国贷款买房的人基本都是丢脸的吗？,0,wb
1570,177,酷帅狂霸拽的圆子酱,江苏南京,117.89.227.78,2018-08-08 10:09:48,说的房价物价是年轻人炒出来的一样……呵呵,0,wb
1571,177,MERIDIANS-,重庆,113.249.252.25,2018-08-08 10:09:39,有毛病莫不是,0,wb
1572,177,飞檐走壁回旋踢,云南昆明,112.112.183.61,2018-08-08 10:09:29,感觉最讽刺的是文章下方的广告位大大写着“输入你的手机号，试试能借多少钱”。,1,wb
1573,177,阿良良木漾,广东汕头,223.73.233.227,2018-08-08 10:09:17,我们来谈谈养老金吧,0,wb
1574,177,Jozir,辽宁沈阳,117.136.5.138,2018-08-08 10:09:12,这好像就是   孩子必须按照父母规定的活法，一旦哪一点做的不对，父母就生气了,0,wb
1575,177,川上富江丿,内蒙古呼和浩特,111.127.248.163,2018-08-08 10:09:03,没拍过,0,wb
1576,177,会有银桑替窝爱你,吉林通化,58.245.214.210,2018-08-08 10:08:58,@会有十四替窝爱你 what？[费解][费解][费解],0,wb
1577,177,第三世,山东淄博,60.215.249.126,2018-08-08 10:08:58,年轻人做的一切都是风气导向的。而且最终都会变成合理的行为，年轻人也会上位的。,0,wb
1578,177,SETSUNAcatheter,福建福州,110.125.168.140,2018-08-08 10:08:53,金融时报只是进行数据报道，微博标题括号里的结论原文里有提到过一个字？看清楚再来乱讲,0,wb
1579,177,六六六六六绵羊,浙江,112.17.235.93,2018-08-08 10:08:21,不得不说，这是一篇绝对垃圾文,0,wb
1580,178,大不大-大,浙江杭州,115.196.108.37,2018-08-08 10:08:21,怎么忽然对小年轻动手了？,0,wb
1581,178,白天高尔夫晚上麻将,重庆,113.249.197.195,2018-08-08 10:08:05,鼓励消费又是咋回事呢？,0,wb
1582,178,chanchan610,北京,183.172.184.247,2018-08-08 10:08:05,90后在这种声音中长大的，真的习惯了,0,wb
1583,178,张个灯结彩,内蒙古呼和浩特,36.102.222.239,2018-08-08 10:07:54,咚咚咚 查水表,0,wb
1584,178,蔡凡朔,广东东莞,223.74.173.196,2018-08-08 10:07:18,人在家中宅，锅从天上来,0,wb
1585,178,小小黑也要做声优,广东广州,112.96.112.87,2018-08-08 10:07:17,呵呵，年轻人带领国家走向危机？？怎么不见他们老不死出来拯救世界啊,0,wb
1586,178,00REDRUM00,广东汕头,223.104.64.67,2018-08-08 10:07:07,那你们下一步准备禁智能手机？星巴克？大牌衣服？[二哈][二哈][二哈][摊手][摊手][摊手]🙃🙃🙃[并不简单][并不简单][并不简单],0,wb
1587,178,小媛酱Joyce,内蒙古呼和浩特,220.195.67.103,2018-08-08 10:07:03,可要点脸吧,0,wb
1588,178,_糕糕熊_,吉林,139.214.244.240,2018-08-08 10:06:54,谁还去星巴克自拍啊[汗]你是城乡结合部来的么,0,wb
1589,178,半孬孩子,云南昭通,61.166.56.108,2018-08-08 10:06:41,键盘侠战斗力更强,0,wb
1590,179,郭小黑火力全开,广东深圳,113.118.234.25,2018-08-08 10:06:39,年轻人是本泽马吗？人在家里坐锅从中央来,0,wb
1591,179,秋风拂过81630,陕西宝鸡,124.116.240.73,2018-08-08 10:06:36,把两者的关系搞反了！,0,wb
1592,179,为什么不能用这个id,辽宁阜新,175.150.21.180,2018-08-08 10:06:02,笑死，手机坏了不买新的难道给自己装天线啊？房子买不起还不许买件衣服买杯咖啡了呗,0,wb
1593,179,久经考验的无产阶级96,福建,223.104.6.80,2018-08-08 10:05:46,所以究竟是新浪美股写的，还是俄罗斯卫星网写的，还是英国《金融时报》写的，还是中国国际金融股份有限公司写的？[费解],0,wb
1594,179,今天也要爱鸭鸭呀,江苏徐州,49.90.140.175,2018-08-08 10:05:43,虽然没拍过。。。但是因为不加糖的咖啡减肥，我还是会买[允悲],0,wb
1595,179,Coast33333,海南海口,112.67.85.198,2018-08-08 10:05:27,人民群众是历史的创造者[思考],0,wb
1596,179,前之海,北京海淀,118.207.42.228,2018-08-08 10:05:23,那点钱又不够买房，只能玩玩乐乐。,0,wb
1597,179,西河老虎,北京,220.181.102.176,2018-08-08 10:05:12,想买房贷款都贷不起[doge],0,wb
1598,179,糖分君tfj,江西南昌,182.96.233.108,2018-08-08 10:04:56,现在的年轻人还在读书或者刚参加工作啊，你张口就要人家买房还怪人家预支消费[费解]这是新形式的95后00后鄙视链吗？,0,wb
1599,179,六六六六六绵羊,浙江,112.17.235.93,2018-08-08 10:04:50,真的辣鸡文,0,wb
1600,180,预见pearl遇见,重庆,222.182.150.202,2018-08-08 10:04:43,信贷是社会经济发展的重要动力，这个小编能不能有点经济学常识,0,wb
1601,180,继博51,江苏南通,117.136.67.139,2018-08-08 10:04:29,消费信贷误国误民。,0,wb
1602,180,cw爱吃糯米团子,辽宁沈阳,223.104.235.103,2018-08-08 10:04:28,买不起房子还不让我喝星巴克了吗[doge][doge],0,wb
1603,180,羽山F,河南新乡,223.91.225.163,2018-08-08 10:04:21,哈哈哈感觉从小到大的新闻是骂完80后骂90后，然后00后然后反正就是年轻人的错。。。。。,0,wb
1604,180,吾蘇陆,江苏苏州,121.238.170.47,2018-08-08 10:04:20,我是来看评论的,0,wb
1605,180,丁丁就是丁丁的丁,重庆,222.180.6.46,2018-08-08 10:04:18,每一代人年轻的时候都被扣过“烂掉的一代”这口大锅。,0,wb
1606,180,missmama,湖北武汉,119.98.155.221,2018-08-08 10:03:52,哈哈哈,0,wb
1607,180,钧大吃一口我的屁,广西玉林,113.16.16.133,2018-08-08 10:03:50,没用数据说话，全在用刻板印象说话，年轻有为的人多的是，享乐也不是错反而推动发展，这你咋不说呢，批判性思维哪去了，这年头写文章的脑子里都装的些啥破玩意。,0,wb
1608,180,大兽仔,安徽合肥,117.136.101.230,2018-08-08 10:03:48,借钱买房，还的起吗[微笑][微笑],0,wb
1609,180,我就是名字特别长,陕西铜川,219.144.45.29,2018-08-08 10:03:48,@懒得_甜美 哈哈哈哈哈哈哈哈 我这么穷的消息一定是你透露的,0,wb
1610,182,ZYF-人艰必拆,北京,106.38.122.34,2018-08-08 10:02:27,写这个的人怕是全款买房吧,0,wb
1611,182,JulyLul,河南郑州,223.88.20.30,2018-08-08 10:02:25,去过，但不拍照,0,wb
1612,182,Faye_Valentine-,浙江金华,125.113.112.121,2018-08-08 10:02:25,反了吧 谁带谁走向危机哦,0,wb
1613,182,首都同在蒋中正,河南,223.104.106.151,2018-08-08 10:02:19,这不是毛子写的稿子吗[允悲]，哪有什么90后，都是毛子闹得,0,wb
1614,182,猫-anger,浙江金华,111.2.100.218,2018-08-08 10:02:12,不是他的错是韭菜的错？,0,wb
1615,182,大水壶底的小水怪,北京,182.50.124.188,2018-08-08 10:02:11,人在家中坐，锅从天上来……垮掉的80后……,0,wb
1616,182,青与辞,江苏南通,49.67.216.253,2018-08-08 10:02:10,你让国家把房价弄低，我保证没人借债。,0,wb
1617,182,青青子衿DK悠悠我心,内蒙古包头,120.193.196.109,2018-08-08 10:02:08,黑锅没地方扣了，这就是变着法着问年轻人干嘛不像60年代人生活呀？吃糠咽菜最好[摊手][摊手][摊手],0,wb
1618,182,个个与,湖北武汉,171.82.3.36,2018-08-08 10:02:07,@MatioNino  已经轮到00后背锅了吗[二哈]我不想买房不想生小孩 只想走遍全世界,0,wb
1619,182,蓝酶酸酸,浙江杭州,115.193.211.154,2018-08-08 10:02:06,年轻人能力以外资本为零啊,0,wb
1620,183,小小骚儿酱,安徽淮北,183.167.56.1,2018-08-08 10:01:54,非常正确，就是你这种媒体正带领国家走向危机,0,pc
1621,183,白熊阿土,内蒙古包头,121.56.62.82,2018-08-08 10:01:29,等下，中国人？？？在一帮发达国家和金砖国家里，中国好像是贷款最晚发展起来的吧,0,wb
1622,183,一直爱大丑男的豆豆子,浙江台州,115.231.148.169,2018-08-08 10:01:22,越来越不要脸了哦[二哈],0,wb
1623,183,额温低开,浙江绍兴,183.145.167.116,2018-08-08 10:01:21,谢谢婶的关心，就拍了杯子没自拍，人丑,0,wb
1624,183,brad_stevens,北京,223.71.139.17,2018-08-08 10:01:18,哈哈哈哈,0,wb
1625,183,诸星-孤星,北京,117.136.0.230,2018-08-08 10:01:10,巨冤，我连花呗都没开通，一分钱负债都没有[允悲],0,wb
1626,183,DVA怼你哦,北京,221.219.136.157,2018-08-08 10:01:02,能带领国家走向毁灭的只有那一个人吧[并不简单],0,wb
1627,183,神無月的歩如帰,北京,61.148.69.62,2018-08-08 10:01:00,就他妈一句话：勤勤恳恳工作的本地人，也他妈照样买不起房！！！买不起房，还不能自己买点开心了？！,0,wb
1628,183,做模型的刘师傅,广东,117.136.79.80,2018-08-08 10:00:53,去星巴克的年轻人都几个正经喝咖啡的，喝的都是和珍珠奶茶一个档次的东西,0,wb
1629,183,犇SL馫,四川成都,117.136.63.31,2018-08-08 10:00:49,🙋🙋🙋🙋🙋,0,wb
1630,184,混血鵝妹子嚶,山东济宁,27.198.102.72,2018-08-08 10:00:42,看到还有没去过的 我真的哭了 找到组织 我还以为只有我不敢进去呢（其实也不爱喝咖啡（其实还是穷））,0,wb
1631,184,不筽,甘肃武威,117.157.56.117,2018-08-08 10:00:30,对不起，不生孩子不结婚不买房，你他妈爱谁谁[微笑],0,wb
1632,184,雾缠Zephyrus,河南郑州,123.14.144.17,2018-08-08 10:00:27,你说是那就是吧,0,wb
1633,184,十八扯淡,浙江宁波,220.188.177.232,2018-08-08 10:00:26,我！没喝过！好喝吗？,0,wb
1634,184,HEPHAISTION-,福建泉州,125.78.99.37,2018-08-08 10:00:22,服了 倒打一耙,0,wb
1635,184,阿强Z1993,北京,114.242.248.148,2018-08-08 10:00:22,感觉随时有失业的危险,0,wb
1636,184,王正正也有人用,河南郑州,106.34.159.178,2018-08-08 10:00:19,在另一个世界里，也许还有年轻人消费过于保守，不愿借贷，不支撑消费和金融市场的言论[二哈],0,wb
1637,184,哥么有昵称,上海,180.162.194.29,2018-08-08 10:00:13,明明是小学生带大家进入了危机！,0,wb
1638,184,Jeremy_yeung,山东济南,117.136.93.232,2018-08-08 10:00:08,一年365天，天天喝30一杯的星巴克喝十年，也就十万，北上广一件厕所都买不了吧,49,wb
1639,184,某芮已经没钱喝奶了,重庆,223.104.25.226,2018-08-08 09:59:43,我也没去过……,0,wb
1640,185,传说中能给人带来好运的义哥,黑龙江,117.136.57.193,2018-08-08 09:59:42,哈哈哈哈我笑了,0,wb
1641,185,你若一阵风恍惚,浙江丽水,39.191.216.195,2018-08-08 09:59:14,感觉拥有了一种深不可测的力量呢,0,wb
1642,185,yammayshow,北京,117.136.38.44,2018-08-08 09:59:08,经济学有这样的说法:花自己的钱办自己的事，最为经济；花自己的钱给别人办事，最有效率；花别人的钱为自己办事，最为浪费；花别人的钱为别人办事，最不负责任。,0,wb
1643,185,TheRobin,北京,124.64.17.239,2018-08-08 09:59:05,[费解]让消费升级的是你，让不要消费的还是你，到底闹哪样？,0,wb
1644,185,CHARMS骑遇,湖南长沙,222.240.40.107,2018-08-08 09:58:42,为什么这种锅要年轻人来背？,0,wb
1645,185,Felix1973,湖北武汉,113.57.244.203,2018-08-08 09:58:23,不结婚不生孩子不买房肯定是危机了，年轻人不甘于老实上班要做斜杠青年，社会能好吗,0,wb
1646,185,糖糖糖不想总长胖,辽宁沈阳,182.200.10.72,2018-08-08 09:58:08,？？？我还得起啊,0,wb
1647,185,走过小西北003,江苏徐州,180.124.188.113,2018-08-08 09:58:01,赞成甩锅+1,0,wb
1648,185,刚刚丶注册6297838004,广东东莞,112.97.208.236,2018-08-08 09:57:35,我是谁，我在哪，我后面为什么有个锅？,0,wb
1649,185,只是一团乱码,河北承德,106.112.59.83,2018-08-08 09:57:33,为了避免下一代带领国家走向更大的危机，我建议我们年轻人不结婚不生孩子不买房[微笑],2,wb
1650,186,11vivian,广西崇左,116.252.9.43,2018-08-08 09:57:30,太不像话了，就知道吃喝玩乐，也不买个房子，不买房子让政府很意外！,0,wb
1651,186,走过小西北003,江苏徐州,180.124.188.113,2018-08-08 09:57:29,赞成帅锅+1,0,wb
1652,186,焦虑中的璎珞,上海,180.169.100.74,2018-08-08 09:57:25,……我想知道这个报道是哪个老年人写的……,0,wb
1653,186,Leeyaxin,澳大利亚,120.17.125.210,2018-08-08 09:57:24,哎,0,wb
1654,186,ZIONTIC,湖南长沙,110.52.216.175,2018-08-08 09:56:45,[微笑]90后出生的独生子女就是原罪,0,wb
1655,186,banliii,美国宾夕法尼亚州,68.80.95.92,2018-08-08 09:56:42,无语了...,0,wb
1656,186,-天際識歸舟-,北京,222.129.38.18,2018-08-08 09:56:28,哈哈哈哈哈哈哈,0,wb
1657,186,钱一节课讲什么,北京,117.136.0.199,2018-08-08 09:56:21,天呐 什么条件 家里有铀矿啊,0,wb
1658,186,kyiic,广东深圳,112.97.63.187,2018-08-08 09:56:00,按照国际清算银行的研究报告，如果家庭债务总额占GDP的比重高于60%，那么消费将大幅缩减。要知道届时人们的主要收入都用于偿还贷款了。在这种情况下，基于内需的经济增长模式可能没有生命力。所积累的天量贷款与经济增长急剧放缓一道儿，可能引起借贷自然人债务违约的浪潮。,0,wb
1659,186,要幸福的秀酱,天津,117.136.55.120,2018-08-08 09:55:48,有一..冤枉,0,wb
1660,187,你也要来一口么,浙江,112.17.238.3,2018-08-08 09:55:29,[太开心][太开心][太开心]你给我钱我天天买,0,wb
1661,187,火域业主DK-Shi,福建福州,124.72.40.55,2018-08-08 09:55:09,平成气息,0,wb
1662,187,有两只喵的Pri·Pri,北京,223.104.3.134,2018-08-08 09:55:09,年轻人不买房天天喝星巴克，一定是星巴克喝多了才买不起房的！[doge],0,wb
1663,187,芯中的大小姐,福建,117.136.75.231,2018-08-08 09:54:14,哈哈哈哈哈,0,wb
1664,187,不知道该叫什么只好卖个萌喵,天津,60.25.100.2,2018-08-08 09:54:13,[笑cry]评论真是可以的.,0,wb
1665,187,进击的辛普森,河北邯郸,120.8.254.73,2018-08-08 09:54:10,年轻人表示很冤枉,0,wb
1666,187,冬冬家农家小米,广东深圳,14.127.121.119,2018-08-08 09:53:36,这是拉动内需吧！,0,wb
1667,187,黄赫赫丶,河南许昌,115.53.108.41,2018-08-08 09:53:21,千禧一代可真忙[二哈],0,wb
1668,187,只是一团乱码,河北承德,106.112.59.83,2018-08-08 09:53:20,滚,0,wb
1669,187,澳门赌场性感在线发牌,广东中山,120.239.169.135,2018-08-08 09:53:00,我可以,0,wb
1670,188,招牌特饮杏子酒,福建福州,211.97.128.229,2018-08-08 09:52:50,今日份的好笑,0,wb
1671,188,啊哈哈君是我,北京,123.113.168.125,2018-08-08 09:52:49,原来90后都是这样过日子的啊，我落伍了，赶紧贷款买大牌去[太开心],0,wb
1672,188,财布叛离汽水,香港,203.160.71.77,2018-08-08 09:51:34,年轻人应该不包括咱们这种奔三的[doge],0,wb
1673,188,鸭鸭926,湖南,106.19.1.199,2018-08-08 09:51:14,笑死[嘻嘻],0,wb
1674,188,肉香儿,河南,223.104.107.165,2018-08-08 09:51:01,什么锅都给年轻人?,0,wb
1675,188,W_RockerK,重庆,123.147.248.17,2018-08-08 09:51:00,呵,0,wb
1676,188,湘西辣椒哥,湖南,223.104.131.10,2018-08-08 09:50:46,人在家中坐，锅从天上来[费解][摊手],0,wb
1677,188,我就喜欢小萝莉,江苏南京,223.104.147.207,2018-08-08 09:50:45,我们年轻人不背这个锅,0,wb
1678,188,没胆侠,山东青岛,112.224.70.136,2018-08-08 09:48:59,我就没去过星巴克 害怕,0,wb
1679,188,大喜_T,四川成都,220.166.215.113,2018-08-08 09:48:58,每天为了生存累的像狗一样，是谁带领年轻人走向危机的呢,0,wb
1680,189,神烦丧失蛋,江苏苏州,49.73.24.43,2018-08-08 09:48:58,我觉得真的省吃俭用买房了，又要说我们消费购买力不够（,0,wb
1681,189,闲云随笔记,广东深圳,112.97.54.191,2018-08-08 09:48:53,像我这样不想结婚不想生娃不想买房的是头号危险分子了[二哈],0,wb
1682,189,卢瑟可,河南开封,61.158.146.31,2018-08-08 09:48:25,量入为出,0,wb
1683,189,_Slivers,浙江杭州,112.10.117.111,2018-08-08 09:48:20,杨老师快发小号让大家备份一下,0,wb
1684,189,这个比喻不是一个好比喻,湖北武汉,113.57.183.158,2018-08-08 09:48:17,没得法，中国男的普遍不行，没房的话，和中国女的说话腰板都挺不直,0,wb
1685,189,holdhappyending,黑龙江大庆,122.156.204.14,2018-08-08 09:48:15,好吧文章主要内容就是普普通通 但是这个标题党也太哗众取宠了 但媒体无良也不是一天两天了…,0,wb
1686,189,迪亚比身伤罗萨心伤,广东汕头,59.35.9.30,2018-08-08 09:48:15,消费不会危机。没有创造的能力和愿望，才是危机。,0,wb
1687,189,12痴汉,山东临沂,223.98.220.178,2018-08-08 09:48:14,消费降级了，听说了吗，从房子变成榨菜了，按揭买榨菜。,0,wb
1688,189,愚凡7007,福建福州,211.97.129.51,2018-08-08 09:48:13,年轻人身体力强，什么锅就都丢给他们吧,0,wb
1689,189,喵孤籽,广东深圳,113.88.47.82,2018-08-08 09:48:11,终于轮到年轻人带领了？,0,wb
1690,190,本市睡眠大赛冠军,陕西西安,222.90.81.92,2018-08-08 09:47:45,我！[嘻嘻],0,wb
1691,190,一鼻子灰啊,辽宁沈阳,42.248.61.198,2018-08-08 09:47:43,国家规定生三个孩子的家庭才有资格领取养老金就好了,0,wb
1692,190,虾儿来了,福建福州,58.22.113.115,2018-08-08 09:47:42,老爷爷的养老金都是我们年轻人交的钱吧，我们承担了极大的社会责任怎么不说。,0,wb
1693,190,陈肉蕊,福建三明,218.86.114.238,2018-08-08 09:47:42,hhhhh,0,wb
1694,190,ElectricStrawberry,天津,117.10.159.223,2018-08-08 09:47:40,不活了   活不了了,0,wb
1695,190,西部之秀1798,贵州,117.188.206.165,2018-08-08 09:47:38,要有这个能力买房子啊！有几个年轻人是靠自己买的房，都是用两代人或三代人的积蓄来付个首付（尤其是一家人都在企业单位上班的，老一辈退休了，中一辈下岗了，下一辈要买房。）要把几辈人都掏空。,0,wb
1696,190,fancyworld2013,北京,223.104.3.62,2018-08-08 09:47:27,中国年轻人是搬起石头砸自己的jio！,0,wb
1697,190,charizardddddd-,北京,124.64.16.221,2018-08-08 09:47:24,有本事就让人别贷款过生活[允悲]你以为谁想用花呗白条信用卡啊？,0,wb
1698,190,他超可爱der,宁夏,117.136.28.13,2018-08-08 09:47:23,年轻人好惨,0,wb
1699,190,无法思考_脑袋进水维修中,上海,180.158.140.187,2018-08-08 09:47:10,这届年轻人不行啊[并不简单][二哈],0,wb
1700,191,大力水手WN,上海,101.90.252.72,2018-08-08 09:47:09,这篇文章谁写的？无耻！,0,wb
1701,191,sealbank,河南开封,61.158.146.87,2018-08-08 09:47:07,不结婚交税 不生孩交税 不消费交税 一键解决所有问题,0,wb
1702,191,runnvs,福建,223.104.6.92,2018-08-08 09:47:05,不是啊龚老师，想买房买不起啊,0,wb
1703,191,成权VIP,天津,42.80.239.83,2018-08-08 09:47:03,美国都是借贷生活也没危机而且是世界老大，用发展眼光看世界。,0,wb
1704,191,就叫我大季吧,江苏常州,180.115.31.31,2018-08-08 09:47:01,我想了想，最庞大的债务目前是那十五年的房贷，手机一两个月就能买，衣服也不是每个月都要买，可房贷……,0,wb
1705,191,女子女子先生,河北承德,222.223.142.75,2018-08-08 09:46:50,飞来横锅。。。,0,wb
1706,191,吃瓜的群众丶,广东广州,112.96.68.162,2018-08-08 09:46:43,甩锅开始了？大学毕业5年左右就要结婚买房买车，少则几十万多则一两百万，不偷不抢靠自己哪来这么多钱？,0,wb
1707,191,RecklessSabotage,云南昆明,119.62.124.135,2018-08-08 09:46:42,带领你全家走向火葬场吧,0,wb
1708,191,雷磊ak,广东广州,112.96.109.205,2018-08-08 09:46:41,年轻误国呵呵呵,0,wb
1709,191,SocialismfuckUall,江苏徐州,223.104.147.154,2018-08-08 09:46:29,通篇只有四个字：贷款买房🔥🔥🔥,0,wb
1710,193,肾大个事儿闹哪样,安徽合肥,36.60.145.194,2018-08-08 09:46:06,标题和摘要杀了这篇文章……其实点进去看看说的有点意思,0,wb
1711,193,___兰卡,河北衡水,106.119.41.204,2018-08-08 09:46:06,？WC[微笑],0,wb
1712,193,皮塔儿,宁夏银川,106.45.16.121,2018-08-08 09:46:04,这篇文章都不敢署名的吗？哈哈哈哈哈,0,wb
1713,193,文人蛀牙,北京,111.199.72.211,2018-08-08 09:46:03,请告诉我，楼房现在开卖…结果交房要到2020年底…这是干啥呢，再是期房不觉得国家给这个可以卖的期限有点久么？,0,wb
1714,193,狗食堂老板娘,江苏苏州,121.236.4.214,2018-08-08 09:46:02,年轻人消费刺激GDP的时候怎么不来发个锦旗？您可别睁眼说瞎话了，盲人听了都心痛[作揖]您倒是给年轻人多发点工资啊，少收点税啊，房子降点价啊？有钱谁买房子要贷款？活久见了真是[微笑]这锅我们不背,0,wb
1715,193,我是一个撒手,广东阳江,113.107.197.132,2018-08-08 09:46:02,[吃瓜]不是年轻人也没有话语权,0,wb
1716,193,疯疯作画,广东广州,14.146.94.10,2018-08-08 09:46:01,一天到晚不生娃,0,wb
1717,193,孙小豆ella,北京海淀,219.234.209.194,2018-08-08 09:46:00,谢谢看得起，中国年轻人带领不了国家,0,wb
1718,193,TOFUGG,广东广州,120.239.79.212,2018-08-08 09:46:00,我去，甩锅有一套啊！,0,wb
1719,193,香江爱情,广东广州,112.96.188.238,2018-08-08 09:46:00,片中女生是谁？,0,wb
1720,194,一颗赛艇向前进,河南洛阳,223.88.172.180,2018-08-08 09:45:58,那就真的喜闻乐见了，赶紧危机吧,0,wb
1721,194,alineesove,浙江杭州,60.177.109.212,2018-08-08 09:45:58,真不要脸,0,wb
1722,194,神之完美分裂者,广东广州,119.131.38.72,2018-08-08 09:45:56,看评论很放心系列,0,wb
1723,194,今天西大倒闭了吗,广西南宁,171.104.45.225,2018-08-08 09:45:56,无微不至的关怀呵护还不是因为您搞独生子女？,0,wb
1724,194,趙風逐1868,北京海淀,218.247.144.122,2018-08-08 09:45:55,传说中的年轻人已经不年轻了，而且白头、秃顶、凸肚、油腻、抑郁、败家、破产、断供、跳楼、拾荒……的，也越来越多了。,0,wb
1725,194,我要减掉20斤囖,广东广州,117.136.31.228,2018-08-08 09:45:55,呵呵 [微笑][微笑][微笑][微笑],0,wb
1726,194,员外叔2012,新疆巴音郭楞蒙古自治州,49.117.236.171,2018-08-08 09:45:32,[吃瓜]评论里面才有真相～,0,wb
1727,194,次元体,浙江,223.104.246.241,2018-08-08 09:45:22,是是是都是穷人的错,0,wb
1728,194,浮夸啊小姐,江苏徐州,49.92.142.233,2018-08-08 09:45:19,我呸,0,wb
1729,194,干嘛还通不过,北京,202.106.177.123,2018-08-08 09:45:14,这些年轻人的父母更无耻！他们没钱给孩子全款买房子，让孩子们背上重重的房贷！,0,wb
1730,195,小钻风很累了不想巡山了,河北唐山,106.116.98.109,2018-08-08 09:45:10,年轻人不仅要背贷、背税，还要学会背锅,0,wb
1731,195,SocialismfuckUall,江苏徐州,223.104.147.154,2018-08-08 09:45:09,你说你🐎呢 傻🦅  恰💩恰多了？,0,wb
1732,195,曾猴儿,江苏南京,117.136.45.69,2018-08-08 09:45:09,怎么不说国家社会处于转型期 处于发展中国家和市场化进程的历史进程中？,0,wb
1733,195,澈丹小北,美国马里兰州,73.172.161.224,2018-08-08 09:45:06,年轻人一无所有，突然就能带领国家了，也是一脸懵逼啊[抱抱],0,wb
1734,195,Fay到外太空,美国马里兰州,71.121.217.217,2018-08-08 09:44:46,都怪你,0,wb
1735,195,神之完美分裂者,广东广州,119.131.38.72,2018-08-08 09:44:42,他们不消费难道买房去么？,0,wb
1736,195,特殊天赋携带者,山东济南,112.224.22.5,2018-08-08 09:44:37,暗示党丧失领导力，举报了,0,wb
1737,195,一根筋的含胖子,上海,101.90.124.253,2018-08-08 09:44:29,作为对这个国家失望透顶的90后觉得这锅甩的很恶心很无耻,0,wb
1738,195,miumiu爱笑宝宝,安徽合肥,61.237.183.189,2018-08-08 09:44:17,呵呵 阴阳怪气的low逼文@祖大王啊,0,wb
1739,195,林汀汀的日常,四川成都,117.136.63.161,2018-08-08 09:44:17,啧啧啧,0,wb
1740,196,红黑魂,河南郑州,223.88.60.231,2018-08-08 09:44:16,对 各种网络金融骗局上当的一般都是四十岁以上的人,0,wb
1741,196,我有一颗超新星,北京,36.110.68.66,2018-08-08 09:44:15,要点脸吧,0,wb
1742,196,兔子兔等着瞧,浙江,223.104.247.207,2018-08-08 09:44:09,@One_Fine_Spring_Day 无话可说😶～反思自己吧[二哈]～,0,wb
1743,196,lady啊啊啊bird,北京,106.121.61.39,2018-08-08 09:44:08,应该说:房地产商借银行的贷是可耻的，以及银行房贷给地产商是可耻的,0,wb
1744,196,飞快爬行的小蜗牛,安徽合肥,36.60.151.44,2018-08-08 09:43:57,年轻人是谁培养的，生在哪里的？难道是充话费送的？,0,wb
1745,196,名反念,安徽阜阳,36.62.83.107,2018-08-08 09:43:46,家里又不缺钱为什么要愁买房。。。,0,wb
1746,196,DavidYANXW,北京,1.203.80.195,2018-08-08 09:43:43,被p2p提前收割了,0,wb
1747,196,猫系女子的那些年,河南濮阳,218.28.117.26,2018-08-08 09:43:42,这锅甩的，我们家中坐，锅从天上来找谁惹谁了,0,wb
1748,196,罗晓巫千千,江苏南京,223.104.147.195,2018-08-08 09:43:39,放他的屁，老娘凭本事工作攒下来的钱，买点彩妆包包怎么了？对我来说简直九牛一毛啊,0,wb
1749,196,Hao世界,河北沧州,111.226.235.19,2018-08-08 09:43:39,不是你们挖的坑吗，怨年轻人？,0,wb
1750,197,井巾,湖南长沙,106.17.176.211,2018-08-08 09:43:38,买不起房，只能买点二十块钱的星巴克啦。。。对捂住啦。。。别骂了。。我们去死可以了吧,0,wb
1751,197,鲤邪邪,广东广州,183.236.9.42,2018-08-08 09:43:37,还好我只用用花呗买买器材[可爱][可爱][可爱],0,wb
1752,197,京都我的最爱,重庆,14.104.82.53,2018-08-08 09:43:35,告诉年轻人有钱应该买房。。哈哈，韭菜不够用了。。,0,wb
