,page,nick,area,ip,time,content,agree,rank,usertype
1322,151,黑崽私生饭,重庆,222.178.14.174,2018-08-08 10:48:14,姐姐生怕我枪毙不了呢,0,0,wb
1323,151,时光之末魔兽之殇,北京海淀,124.207.9.24,2018-08-08 10:48:12,从高储蓄国家到高负债，是人民的错？是千禧一代的错？这代人民不行是吗。当然只会借贷无力偿付的都是废物[怒骂],0,0,wb
1324,151,刘雯的老婆,美国德克萨斯州,99.91.163.68,2018-08-08 10:48:08,新款智能手机、大牌衣服、星巴克……如果买这些东西能让整个Millennial一代背上债务，那恐怕就是国家的问题了吧……[摊手],0,0,wb
1325,151,Melodytao1111,上海,116.232.113.184,2018-08-08 10:48:07,罪孽深重的我不配苟活[微笑],1,1,wb
1326,151,艾尔莎梨,北京,111.194.238.68,2018-08-08 10:48:06,消费升级还要共克时艰，掏空六个钱包但是不要贷款，你们还让年轻韭菜好好成长不？,0,0,wb
1327,151,星象师-欧阳伯甫,广东广州,112.96.197.132,2018-08-08 10:48:03,这个锅我们不背，表示没有这个能力啊,0,0,wb
1328,151,HYS-STASH,四川成都,118.115.199.147,2018-08-08 10:48:02,“历史上来说” 可耻的可就太多了,0,0,wb
1329,151,陆无染,福建福州,58.22.114.26,2018-08-08 10:47:56,中国完不完关我屁事 我想自己活得快乐 也想每个中国人活得快乐,0,0,wb
1330,152,Ariel是个好名字,天津,125.37.181.71,2018-08-08 10:47:50,人在家中坐，锅从天上来,0,0,wb
1331,152,minieball,北京,123.116.142.10,2018-08-08 10:47:19,NMB,0,0,wb
1332,152,女魔头的猫,上海,117.136.8.138,2018-08-08 10:47:19,不是你们鼓吹要消费拉动经济的吗？怎么现在又是老百姓背锅了？企业杠杆太高，然后把杠杆转移到居民部门。然后又说是我们的错？你他妈这篇文章的逻辑在哪里，真好笑。,0,0,wb
1333,152,lonelystoner,澳大利亚,120.22.43.9,2018-08-08 10:47:18,不消费国家才有危机 懂个屁,0,0,wb
1334,152,44号hisoka,安徽芜湖,112.28.133.33,2018-08-08 10:46:59,年轻人应该不要带脑子，别说话，别喊冤，乖乖把钱放银行涨房价，乖乖生二胎，自己养孩子养父母别无耻地想要靠国家，这才是国家的好公民,0,0,wb
1335,152,Rain_大昀昀,山东,117.136.77.178,2018-08-08 10:46:54,咋的，怕年轻人不买房了？,5,54,wb
1336,152,koh阿渡,浙江杭州,42.120.74.251,2018-08-08 10:46:52,文章里用p2p爆雷来说明年轻人举债，不是蠢就是坏，多半是真坏,0,0,wb
1337,152,LePetitDaniel,北京,58.87.74.134,2018-08-08 10:46:50,降低消费的最好方式就是不生孩子，给国家带来困扰很抱歉，那孩子就先不生了吧。。,0,0,wb
1338,152,凤林松山,上海,116.230.2.27,2018-08-08 10:46:31,甩锅啦~~~还好我们80后已经中年了[允悲],0,0,wb
1339,152,julyclyde,北京,114.242.248.160,2018-08-08 10:46:16,我没有贷款,0,0,wb
1340,153,jt58401,北京,124.64.16.234,2018-08-08 10:46:06,借贷的根本是这一代的受教育水平提高了。他们能够知道，能感受到货币是怎样贬值的。看不到这个根本因素。所有的讨论都不着重点。,0,0,wb
1341,153,XIXIXI猫猫猫喵喵,广西,223.104.90.70,2018-08-08 10:46:03,啊？那我去自杀吧……,0,0,wb
1342,153,isaachen,加拿大不列颠哥伦比亚,70.67.244.63,2018-08-08 10:45:39,所谓的家庭债务都是房贷吧,0,0,wb
1343,153,一百多斤的有趣灵魂,江苏南京,223.104.147.54,2018-08-08 10:45:36,一个普通年轻人要想买房，除了努力工作挣钱攒钱还要背上几百万的巨大债务，想要生个孩子就要面临巨大的经济压力，所以请问这些到底是谁带领年轻人背上的，刚二十多岁就被甩了这么大一锅，对不起，这锅老子不背,0,0,wb
1344,153,不想出门家里蹲能少碰些坏事,安徽黄山,183.166.187.136,2018-08-08 10:45:32,@天将烬 就是你 喜欢星爸爸被可耻了 快点洗心革面重新做人叭！写一万字检讨书下礼拜交给我,0,0,wb
1345,153,这个昵称,河南三门峡,123.163.160.204,2018-08-08 10:45:32,新浪美股讯 北京时间8月7日消息 俄罗斯卫星网报道，据英国《金融时报》（FT）援引中国国际金融股份有限公司（CICC）投行的数据报道      这个撇得太干净了，你干脆说听说怎么怎么滴不就行了。,0,0,wb
1346,153,桃花片兒,浙江杭州,36.17.71.238,2018-08-08 10:45:03,没法举报？？？,0,0,wb
1347,153,o纯洁的小白兔o,江苏南京,180.111.102.4,2018-08-08 10:44:40,@路关羽 厚颜无耻,0,0,wb
1348,153,wenjia_zzz,美国,73.191.25.131,2018-08-08 10:44:37,这么甩锅是救不活经济滴～怎么变成今天这样的大家心里都有数～～,0,0,wb
1349,153,活啊活啊,广东深圳,121.15.214.50,2018-08-08 10:44:23,这锅我不背,0,0,wb
1350,154,兴趣广泛而多变,江苏南京,121.237.60.201,2018-08-08 10:43:52,消费不带动经济吗[吃瓜]之前的宣传到哪去了？？银行收入就靠借贷啊,0,0,wb
1351,154,眼科淋大夫,江苏南京,180.110.51.206,2018-08-08 10:43:46,那房子也不用买了，房贷才重呢,0,0,wb
1352,154,苗坤House,美国加利福尼亚州,107.77.230.174,2018-08-08 10:43:46,拉动内需市场增长的时候在哪,0,0,wb
1353,154,今天认真吃饭了么,海南海口,117.136.13.207,2018-08-08 10:43:33,村里人没进过星巴克,0,0,wb
1354,154,猫奴癌晚期摩杰西,重庆,219.153.176.26,2018-08-08 10:43:33,为了骂这篇文章 我关注了一波,0,0,wb
1355,154,月亮sama躲猫猫,广西,117.136.14.74,2018-08-08 10:43:21,本90年生人从出生到现在都被叫垮掉的一代，有本事让各大行不要给我发信用卡，也不要给我涨额度,0,0,wb
1356,154,文若才是真绝色,浙江杭州,115.238.94.211,2018-08-08 10:43:19,这标题什么毛病,0,0,wb
1357,154,麻袋麻袋拿个麻袋,贵州贵阳,114.135.240.110,2018-08-08 10:43:19,中国年轻人太可怜了，拼了命生活，结果80后90后被称为垮掉的一代，现在又要开始甩锅给00后,0,0,wb
1358,154,阿茶爱吃猕猴桃,北京,124.64.16.76,2018-08-08 10:43:16,我说怎么老爹突然让我别用花呗了[黑线],0,0,wb
1359,154,桃二一,黑龙江哈尔滨,113.5.4.159,2018-08-08 10:43:14,刺激内需的时候……可不是这么说的吧,11,11,wb
1360,155,睡醒了就困,重庆,123.147.250.57,2018-08-08 10:42:53,你背的动嘛[笑cry],0,0,wb
1361,155,猫萌狗蠢人贱,江西南昌,182.97.115.124,2018-08-08 10:42:50,老老实实当韭菜好么,0,0,wb
1362,155,九门九丈九,澳大利亚,110.174.12.18,2018-08-08 10:42:43,我倒想买房 10w一平 我想买也买不起啊,0,0,wb
1363,155,ahho66,广东茂名,119.134.103.19,2018-08-08 10:42:43,韭菜放弃成长,0,0,wb
1364,155,米猴几,陕西西安,125.76.212.244,2018-08-08 10:42:27,嗯嗯！辣么多的地方债务就是我们年轻人借的！[并不简单],0,0,wb
1365,155,靖川的大胡子,北京,223.72.42.5,2018-08-08 10:42:19,为啥贷款可耻？？我初中政治学消费的时候就鼓励过贷款啊。小编回去读一下初中吧,3,3,wb
1366,155,涵予予涵,新疆昌吉回族自治州,223.116.145.203,2018-08-08 10:42:19,这锅甩的……,0,0,wb
1367,155,moot22,湖北武汉,113.57.183.225,2018-08-08 10:41:54,价值几百万房子你买的起？,1,1,wb
1368,155,fgdzjj,河北石家庄,111.61.66.51,2018-08-08 10:41:49,这种话题也能端上来讨论？脑子不是残废就是有病,0,0,wb
1369,155,孙大白只说大白话,江苏无锡,180.113.115.47,2018-08-08 10:41:34,钱存银行一张印两张，让穷人帮国家还债？,0,0,wb
1370,156,挽着蜗牛去散步呀,湖南长沙,119.39.248.72,2018-08-08 10:41:30,对于这些言论真是够够的了，真的不要把什么都往90后年轻人啥的身上甩好吗,0,0,wb
1371,156,Mi-aout喵,黑龙江伊春,112.98.164.145,2018-08-08 10:41:27,我们咋可能带领国家，我们明明跟党走。,0,0,wb
1372,156,用户6438750006,江苏徐州,49.92.178.156,2018-08-08 10:41:10,我克制住自己不要骂出声[微笑],0,0,wb
1373,156,星之卡比兽,河南郑州,117.136.44.192,2018-08-08 10:41:09,原文表达的是啥？你标题写的是啥？真牛批。,0,0,wb
1374,156,出来讲几句话,河北唐山,121.20.134.101,2018-08-08 10:41:04,嗖嗖,0,0,wb
1375,156,梁小格格,上海,223.104.212.15,2018-08-08 10:41:04,没关系，我已经是中年人了,0,0,wb
1376,156,Togashi_Yuuta,江苏无锡,49.66.113.123,2018-08-08 10:41:04,笑死了 富二代们买豪车高档手表就行 我用智能手机喝星巴克不行✋🏻,0,0,wb
1377,156,张建设0517,江苏淮安,117.136.66.182,2018-08-08 10:40:59,说好的消费观念要改变的呢？,0,0,wb
1378,156,一壶二鬼,浙江,223.104.246.17,2018-08-08 10:40:56,啧，买什么房，生什么孩子，我他妈自己用都要被人说[费解][费解],0,0,wb
1379,156,d2lon,江西,117.136.60.179,2018-08-08 10:40:27,从来没自拍过的举手,0,0,wb
1380,157,EdisonPapillon,湖南长沙,106.17.222.251,2018-08-08 10:40:24,笑死了[二哈],0,0,wb
1381,157,艳玲在水一方,福建福州,211.97.131.126,2018-08-08 10:40:14,哈哈哈,0,0,wb
1382,157,鉄腕AstroBoy,福建福州,140.243.15.46,2018-08-08 10:40:10,六个钱包被掏空了，好意思说借贷消费？,0,0,wb
1383,157,今天也是一只优秀的锦鲤精,上海,180.160.2.87,2018-08-08 10:39:59,看前面借贷我还挺不信的…看了看后面感觉是我还挺喜欢的生活hhhhh完蛋 dbq,0,0,wb
1384,157,ENBBK,浙江绍兴,183.248.199.146,2018-08-08 10:39:59,买不起房子[跪了][跪了][跪了],0,0,wb
1385,157,xiaomeixianer,湖南长沙,118.206.224.231,2018-08-08 10:39:55,没关系，哪一代新人，没有被危险过，中国不还是中国，发展也没停过。,0,0,wb
1386,157,李洋洋爱吃西瓜,浙江宁波,112.13.234.144,2018-08-08 10:39:49,这个和我们年轻人有关系么？我们背锅了？,0,0,
1387,157,Redbreas_C,广东广州,221.4.32.29,2018-08-08 10:39:43,买不起的不是手机星巴克，而是房子，最大的贷款来自房地产，是房地产带中国走向了危机吧[挖鼻],0,0,wb
1388,157,玺子的小文一,广东揭阳,223.74.241.23,2018-08-08 10:39:37,我拜托你不要总是散布谣言,0,0,wb
1389,157,芝麻酱芝麻油芝麻糊,澳大利亚,61.69.103.126,2018-08-08 10:39:05,冲进去看评论，然后默默给热评第一条点了赞。。,0,0,wb
1390,158,社会主义小飞机,江苏南京,122.96.43.214,2018-08-08 10:39:04,我也看到这一篇了，最近中国好多事啊,0,0,wb
1391,158,偶咯去咯踢楼哈,江苏南京,122.96.43.164,2018-08-08 10:38:57,你个孤儿小哑巴,0,0,wb
1392,158,气泡冰饮,湖北武汉,27.18.193.95,2018-08-08 10:38:50,别的不说，最新款的智能手机大牌衣服哈哈星巴克的自拍还能搬上台呢哈哈哈哈哈哈,0,0,wb
1393,158,阿屎和羊驼,江西南昌,59.52.11.229,2018-08-08 10:38:49,@金刚芭比兽 @Tony叫啥好 呵呵。。我真不知道说什么好。你们都千万别回国。背上房贷是可耻的哦。借贷是可耻的哦。现在没钱都是年轻人的错。,0,0,wb
1394,158,蛋挞小奶昔,上海,101.90.124.112,2018-08-08 10:38:49,哈哈哈哈，这锅扣的有理有据，扣锅水平666,0,0,wb
1395,158,枈心,河北张家口,120.12.83.53,2018-08-08 10:38:06,我就不，我啥也不买因为没钱[doge],0,0,wb
1396,158,追涨杀跌的小艺术家二水,江苏南京,180.102.221.250,2018-08-08 10:37:41,我能不能从另一个侧面理解，他们还年轻[二哈],0,0,wb
1397,158,林少语V,山东济南,112.224.17.195,2018-08-08 10:37:40,从年轻人本心来讲，可能真的很少有自愿购房的，确实会影响到国家的支柱产业。但是，别忘了，还有丈母娘呢！,0,0,wb
1398,158,看我衣服上的小黄鸭,四川成都,117.136.64.138,2018-08-08 10:37:28,精神分裂症患者,0,0,wb
1399,158,恩祺oppa,北京,117.136.38.139,2018-08-08 10:37:24,文章发布者是俄罗斯卫星网，对中国国情不够了解写出这么个东西多少可以原谅。而且看内容总体不歪，大概主旨是借贷消费量力而行。but，题目是真的烂,0,0,wb
1400,159,野渡大魔王,江西南昌,223.104.173.107,2018-08-08 10:37:24,努力消费带动经济也有错了吗,0,0,wb
1401,159,沢了个大沢,广西河池,180.136.54.163,2018-08-08 10:37:19,哼( ´◔ ‸◔'),0,0,wb
1402,159,Keyboardist_L,四川成都,139.207.98.248,2018-08-08 10:37:06,对不起我的国[泪],0,0,wb
1403,159,喜欢strawberry吗,陕西西安,117.136.86.8,2018-08-08 10:37:06,臣妾做不到哇,0,0,wb
1404,159,白果儿儿,河南,223.104.108.223,2018-08-08 10:37:02,真是老父亲视角了,0,0,wb
1405,159,今昔不负明天,四川南充,112.45.48.173,2018-08-08 10:36:58,90后也被冤枉过，说是扶不起的一代，现在00后出来又挨打，哪个时代没有牛逼的人物，又没有辣鸡。[白眼],0,0,wb
1406,159,青柠红茶_,福建福州,140.243.51.174,2018-08-08 10:36:55,这个房价，有几个不贷款的？,0,0,wb
1407,159,远是非,天津,103.3.99.80,2018-08-08 10:36:49,庞大债务难道不是房贷吗？最最本分老实的我们不会去花天酒地，就想有个自己的窝罢了,0,0,wb
1408,159,ALMONDSA,上海,101.94.128.39,2018-08-08 10:36:41,这他妈都能甩给年轻人,0,0,wb
1409,159,说球者黄航,北京,114.242.249.107,2018-08-08 10:36:39,璇姐好，我是08年奥运在您那里实习过 请问您那里还有8号和9号的报纸吗？我都留了但是一时找不到，想今天发个照片纪念一下。我当时是跟方老师作版，记得都是二版。如果您那里有的话能不能拍个照片传给我呢，谢谢您！,0,0,wb
1410,160,想要很多钱的兔斯基,河北,221.192.180.212,2018-08-08 10:36:38,给我一个铁刷子，让我刷刷大黑锅。,0,0,wb
1411,160,斯内可Ben,河南开封,61.158.147.105,2018-08-08 10:36:38,北京时间8月7日消息 俄罗斯卫星网报道，据英国《金融时报》（FT）援引中国国际金融股份有限公司（CICC）投行的数据报道，……在这特么到底是谁放的屁,0,0,wb
1412,160,Serendipeco味花生酱,北京,117.136.0.199,2018-08-08 10:36:31,看到sisu惊了一下…………,0,0,wb
1413,160,民女的日常,江苏无锡,117.61.8.30,2018-08-08 10:36:26,蚂蚁花呗，京东白条，微粒贷，各种借贷APP，随时上门的各银行信用卡推销员…… blablablablablabla ……,0,0,wb
1414,160,搞七捻三37,上海,210.13.76.218,2018-08-08 10:36:24,手机，奢侈品，星巴克不背锅,0,0,wb
1415,160,芦苇要说话,北京,111.201.246.210,2018-08-08 10:36:23,美国年轻人带领美国走向危机了吗？还财经大V，1:7了知道吗。,0,0,wb
1416,160,山都平,广东广州,112.96.164.58,2018-08-08 10:35:52,原文一转没,0,0,wb
1417,160,噗啊噗啊噗啊噗,辽宁鞍山,59.44.150.102,2018-08-08 10:35:33,怪我咯~,0,0,wb
1418,160,肚子一人_去哪里,上海,124.78.37.122,2018-08-08 10:35:31,哈哈哈哈 这锅我们不背,0,0,wb
1419,160,Florian__z,湖南长沙,220.202.152.26,2018-08-08 10:35:25,我很认同这种说法，我们应该支持国家，减少借贷，不买房[doge][doge],0,0,wb
1420,162,Tianyyi_Zhang,江苏南京,122.192.15.134,2018-08-08 10:34:17,一起来做年轻背锅侠,0,0,wb
1421,162,Dream云深不归,安徽合肥,117.136.101.235,2018-08-08 10:34:17,[微笑]谁给我贷款买的星巴克和苹果的？赶快出来！！,0,0,wb
1422,162,今昔不负明天,四川南充,112.45.48.173,2018-08-08 10:34:15,90后被冤枉过了，说是扶不起的一代，现在00后又来挨打[污],0,0,wb
1423,162,越城小官人,浙江绍兴,124.160.212.239,2018-08-08 10:34:11,不是领路人怎么带领？,0,0,wb
1424,162,Karatachi,福建福州,140.243.18.156,2018-08-08 10:34:11,我家十年前5000块一平的房子现在都涨到5w了，我以后自己出去租不租的起房子都是问题，还要被骂买不起房[悲伤],0,0,wb
1425,162,格式君的书架,湖北武汉,27.18.150.18,2018-08-08 10:34:10,能买得起这些的也是年轻人里的少数吧，真是瞎写[允悲],0,0,wb
1426,162,樱桃王球球,江苏徐州,49.68.108.213,2018-08-08 10:34:06,团结一致才能对抗危机，互相推诿，媒体真是极不负责任,0,0,wb
1427,162,莫妮卡聆风,河北邢台,110.241.195.177,2018-08-08 10:34:05,这茬韭菜不行啊！,0,0,wb
1428,162,快乐福禄,江苏南京,221.226.34.154,2018-08-08 10:33:39,又来，和前些年说独生子是垮掉的一代没什么区别，年轻人招谁惹谁了？,0,0,wb
1429,162,余人节灬,浙江,112.17.243.134,2018-08-08 10:33:28,别墨迹 都给我哭！,0,0,wb
1430,163,Barnett小表哥,江苏苏州,117.136.46.60,2018-08-08 10:33:19,千禧一代也包含我本人。[笑cry],0,0,wb
1431,163,小小蟑螂98,北京,61.148.244.235,2018-08-08 10:33:17,不然辛苦攒钱存银行， 让银行拿去全世界冲大爷？风险不能都让银行转嫁了！,0,0,wb
1432,163,一天到晚游泳的鱼23333,四川绵阳,61.157.133.86,2018-08-08 10:33:16,呆了，真不要脸啊,0,0,wb
1433,163,月痕Tsukikon-,广东广州,121.8.239.131,2018-08-08 10:33:13,？？这个报道说话可真的瞎了。。,0,0,wb
1434,163,hadesplx,浙江绍兴,113.214.210.242,2018-08-08 10:33:06,最大的债务体系，最难偿还的债务不就是房贷吗？这个债务是谁给年轻人的呢？既然年轻人的债务使国家走上危机，那么，是谁诱使年轻人走上这个不归路的呢？年轻人都被逼着使国家走上危机了，那岂不是更应该把诱使年轻人走上这道路的人按照企图颠覆国家的罪名进行处理呢？,0,0,wb
1435,163,陈嗣斌,广东,223.104.63.99,2018-08-08 10:33:04,房价这么贵，不借贷?是国家带领年轻人走向危机才对，标题说反了[摊手],0,0,wb
1436,163,妞的纽扣,广东佛山,218.30.128.102,2018-08-08 10:32:55,@保护我方艾比 看评论,0,0,wb
1437,163,醒来醉影赏月,山东济南,27.221.102.122,2018-08-08 10:32:53,都是他妈房子的贷款，消费都是小的,0,0,wb
1438,163,愿余生褪去浮华,江苏扬州,117.91.23.248,2018-08-08 10:32:47,嗯，年轻一代都是负债消费的，你怎么不问问22到30岁之间的婚后青年负债有多大？一套房先把六个钱包上交国家，下半生还要当房奴，孩奴，有钱能消费？呵呵,2,2,wb
1439,163,小手好冰凉-,广东江门,223.104.1.202,2018-08-08 10:32:42,写这个文案的可以下岗休息了,0,0,wb
1440,164,该死的锤子倒闭,黑龙江鸡西,117.179.38.126,2018-08-08 10:32:32,房价高是年轻人的锅？我错了。,0,0,wb
1441,164,楚王李剑,江苏苏州,223.104.4.243,2018-08-08 10:32:31,是谁？[费解][费解][费解],0,0,wb
1442,164,張小橘_唔係菊,广东广州,119.129.97.224,2018-08-08 10:32:31,蛋蛋后表示：敲你蟆[doge],0,0,wb
1443,164,-関-,日本,126.212.255.50,2018-08-08 10:32:22,yeah,0,0,wb
1444,164,窮到無人要,广东佛山,113.69.33.105,2018-08-08 10:32:19,院长放心，这锅跟你无关[爱你],0,0,wb
1445,164,H_RJ丶,广东广州,113.115.58.196,2018-08-08 10:32:11,关我们年轻人屁事啊,0,0,wb
1446,164,大昇鲁家的疯子,上海,61.173.234.98,2018-08-08 10:31:53,放它niang的屁[吐]这特么瞎扣锅,1,1,wb
1447,164,王冯的blog,江苏扬州,58.220.95.30,2018-08-08 10:31:52,咦？80年代第一代独生子女已经垮掉了。现在轮到90和00年代啦 哈哈哈哈哈哈😂,0,0,wb
1448,164,糖霜柴柴,江苏南京,117.89.19.220,2018-08-08 10:31:52,这个小编头脑不好,0,0,wb
1449,164,烤翅-已A游戏专心带娃,河南郑州,106.34.136.255,2018-08-08 10:31:52,这锅甩的……,0,0,wb
1450,165,锦瑟荼靡,四川成都,222.209.8.104,2018-08-08 10:31:51,是不是觉得这届年轻人特别能扛啊……看正文的意思，买个iPhone背十几万高利贷的锅也是该年轻人背？[汗],0,0,wb
1451,165,T_KMHM_T,浙江杭州,125.121.47.67,2018-08-08 10:31:50,我可哔您哔哔个哔的吧[微笑],0,0,wb
1452,165,CharlotteSept,美国新泽西州,69.136.107.183,2018-08-08 10:31:48,消费手机和咖啡=欠债？扔锅不说还扣盆？要脸吗？经济走向危机是因为大众消费？你经济是思想政治老师教的？没人消费钱生不出钱的时候打算把锅扔给谁？,0,0,wb
1453,165,就一铲屎的,广东深圳,113.88.211.103,2018-08-08 10:31:47,生孩子是不可能生的了，又不想去买房，只能靠喝星巴克，买新手机这样子才能维持的了生活[doge],0,0,wb
1454,165,小米真的棒棒哒,湖北武汉,113.57.245.173,2018-08-08 10:31:46,活着真累,0,0,wb
1455,165,咸鱼老关,辽宁沈阳,117.136.5.23,2018-08-08 10:31:18,那我...？？,0,0,wb
1456,165,口渴而已,广东,223.104.63.194,2018-08-08 10:31:12,我没吃过星巴克，我用的移动预充话费送的华为手机，不好意思，你篇文章代表不了我们年轻人,0,0,wb
1457,165,马甲君恨马甲太多,广西南宁,103.251.98.130,2018-08-08 10:31:12,这盘接不了接不了……,0,0,wb
1458,165,38号镁糸性能控,河南郑州,219.156.4.88,2018-08-08 10:31:07,句句扎心[吃瓜],0,0,wb
1459,165,五彩缤纷桶,陕西宝鸡,36.42.35.142,2018-08-08 10:30:57,这锅我背了,0,0,wb
1460,166,暂时的旅程,四川成都,125.69.126.74,2018-08-08 10:30:49,这是提前打预防针的节奏吗,0,0,wb
1461,166,有喵酱-,广东东莞,113.77.45.59,2018-08-08 10:30:37,？？[费解][费解],0,0,wb
1462,166,师匠TodQ,北京,123.124.145.250,2018-08-08 10:30:36,“在中国靠借贷过活是可耻的。更何况，中国人素来都尽量努力攒钱，以应付艰难的日子。”您不是应该和银行/房地产公司/当地政府强调这一点么。,0,0,wb
1463,166,银色的天然卷混蛋,云南怒江傈僳族自治州,106.58.120.244,2018-08-08 10:30:36,呃……我们90后招谁惹谁了，什么锅都往我们身上甩[微笑],0,0,wb
1464,166,啊你呢啊哦,广东,117.136.79.69,2018-08-08 10:30:33,就算你不吃不喝也未必能买到房好吗,0,0,wb
1465,166,这是一道送命题啊同学,广东,223.104.64.129,2018-08-08 10:30:32,挺好的,0,0,wb
1466,166,快乐阿欣,河南开封,61.158.146.28,2018-08-08 10:30:26,建议把我们这一代直接消灭掉，6070努努力生新一代接班人,0,0,wb
1467,166,格Mentha_haplocalyx,四川宜宾,171.93.91.204,2018-08-08 10:30:22,@无良鬼  @哎哟喂咦呀7  哈哈哈评论说韭菜不好好长233,0,0,wb
1468,166,想在云端看星星,北京,111.199.141.202,2018-08-08 10:30:20,没钱喝杯咖啡都有错[费解],0,0,wb
1469,166,靠大朴,江苏南京,117.136.45.146,2018-08-08 10:30:19,良好的金融习惯和信用记录是立身之本,0,0,wb
1470,167,Oranmaro,山东临沂,111.16.50.64,2018-08-08 10:30:15,指望着年轻人干活，还嫌弃年轻人不够努力[吐],0,0,wb
1471,167,创造101-杰瑞米克拉克森,广东深圳,113.88.160.248,2018-08-08 10:30:14,抬举我了,0,0,wb
1472,167,badasspig,广东,117.136.79.238,2018-08-08 10:30:12,说得好像不玩乐就买得起房一样，难道每个年轻人不吃不喝几十年？ 况且看这房价，是省钱能省出来房子的？？？,0,0,wb
1473,167,小鸟游六发丶,北京,114.242.249.250,2018-08-08 10:30:03,反正怪这届群众就对啦[拜拜],0,0,wb
1474,167,ClockFvck,江苏苏州,218.4.146.123,2018-08-08 10:29:48,点进去第一段话就说了哪的文章，他们不会看的，标题党这么多年一直很吃香,0,0,wb
1475,167,性感邪神_在线脱发,四川,223.104.217.65,2018-08-08 10:29:45,好的 不生娃了 不结婚了 给自己找气受还要还房贷[皱眉],0,0,wb
1476,167,南山不老,四川自贡,222.208.125.114,2018-08-08 10:29:07,这话说的真有道理。都消费不起了，危机和我们什么关系,0,0,wb
1477,167,一只白滚滚-,山东,223.104.190.60,2018-08-08 10:28:44,对不起，我不应该买房子,0,0,wb
1478,167,叫面面但是真的不爱吃面,上海,180.168.94.78,2018-08-08 10:28:35,ok,0,0,wb
1479,167,杨树苗啊,黑龙江哈尔滨,113.0.130.43,2018-08-08 10:28:19,不结婚不买房不生孩子，你们这是要拖垮国家啊[doge]本罪人不但毫不反思而且还用花呗点了一份开封菜,1,50,wb
1480,168,夏末-清风,北京,61.148.243.35,2018-08-08 10:28:04,中国崛起要靠809000,0,0,wb
1481,168,Steve和lau,香港,203.160.71.107,2018-08-08 10:27:57,你完全可以指出来哪部分或者哪个逻辑结构抨击了消费[允悲],0,0,wb
1482,168,老衲西门庆,辽宁大连,119.113.112.106,2018-08-08 10:27:13,说的好像是我，欠着几十万的房贷,0,0,wb
1483,168,张子钰zzy,江苏南京,117.136.46.104,2018-08-08 10:27:10,啊哈哈哈哈哈哈哈哈哈哈哈哈😂,0,0,wb
1484,168,xSun24,广东深圳,117.136.39.80,2018-08-08 10:26:41,以前是说80后 后来说我们90 现在是00了,0,0,wb
1485,168,晓了晓,天津,60.30.43.42,2018-08-08 10:26:15,举报有理。,0,0,wb
1486,168,提子佬_,广东佛山,113.70.214.15,2018-08-08 10:26:13,。。我真有本事不买房，因为买不起,0,0,wb
1487,168,9213肖肖,北京,106.120.233.101,2018-08-08 10:26:04,好大一个锅,0,0,wb
1488,168,洛夏月,北京,124.127.67.147,2018-08-08 10:25:50,拉动消费 但是你得用自己的存款不能借贷[二哈]不要脸到这种地步,0,0,wb
1489,168,拥挤的屋顶_1024,北京,210.12.208.224,2018-08-08 10:25:41,你又不是年轻人了[呵呵],0,0,wb
1490,169,雨前羽街,北京,124.65.160.70,2018-08-08 10:25:19,啥意思？鼓励大家全款买房么？,0,0,wb
1491,169,睡不醒用户,广西,103.228.209.239,2018-08-08 10:23:58,@今天还是肖可爱 一口黑锅企图笼罩你,0,0,wb
1492,169,稀释-岁月,广东深圳,202.105.150.194,2018-08-08 10:23:28,哈哈，90后00后提前当上了背锅侠？,0,0,wb
1493,169,非君子_mayer,四川成都,171.210.145.75,2018-08-08 10:23:28,现在年轻人可真的惨,0,0,wb
1494,169,呼哧呼哧呼哧呼哧,上海,111.187.22.5,2018-08-08 10:23:22,这篇报道初载于俄罗斯卫星网,0,0,wb
1495,169,木木淮,上海,112.65.61.62,2018-08-08 10:23:13,原来我们有这么大的力量嘛[跪了],0,0,wb
1496,169,星空云海之舟,北京,115.171.45.184,2018-08-08 10:22:48,年轻人招谁惹谁了,0,0,wb
1497,169,Jimmy-41,湖北武汉,113.57.182.90,2018-08-08 10:20:35,评价下一辈人不行的，都是些垃圾,0,0,wb
1498,169,我偷偷看着你呢,广西南宁,103.251.99.99,2018-08-08 10:20:32,哈哈哈哈哈哈哈那里自拍不会好看吧…没拍过,0,0,wb
1499,169,巴陵侯云月清,江苏南京,122.192.14.114,2018-08-08 10:19:53,[微笑]当年说80后说毁掉的一代，后来90后，现在终于到00后了吗,0,0,wb
1500,171,kobbyo,重庆,14.111.56.223,2018-08-08 10:18:38,哦？[吃惊],0,0,wb
1501,171,但愿君,四川宜宾,171.93.17.177,2018-08-08 10:18:38,这锅,0,0,wb
1502,171,益黯之光,四川广安,112.19.237.59,2018-08-08 10:18:37,这锅真的是睿智,0,0,wb
1503,171,Sophie诺诺,北京,114.242.249.14,2018-08-08 10:18:31,/什么鬼新闻/@安定医院郝医生:心疼现在的年轻人，真的,0,0,wb
1504,171,黑猫猎人Hawking,河南鹤壁,183.205.100.147,2018-08-08 10:18:28,我已经可以看到下一代普遍租房过活的未来了 _(:з」∠)_,0,0,wb
1505,171,忙到没时间拍照,山西临汾,183.200.54.157,2018-08-08 10:18:27,这是俄媒的报道吧……,0,0,wb
1506,171,讨厌粤菜,广东佛山,183.27.97.20,2018-08-08 10:18:26,温室效应，房价，经济，犯罪率都是千禧一代的错罢辽👌,0,0,wb
