,ip,agree,nick,content,usertype,time,page,area
1346,220.249.163.68,0,Intoutro,🐎 我买不起房子还不能白条买个好手机？,wb,2018-08-08 10:48:45,150,福建
1347,124.64.16.16,1,Nannn瓜马车的午夜,原博是觉得加个问号就表达的不是自己的观点了吗,wb,2018-08-08 10:48:28,150,北京
1348,180.141.36.226,0,李温柔老師,刚开始工作的那一年确实是月光光，但是之后开始建立起合理的消费观和储蓄意识，现在聚沙成塔，开始有了自己的小金库了,wb,2018-08-08 10:48:24,150,广西南宁
1349,153.0.1.239,1,DIEGO科斯塔,写这条微博的作者，你特么全款买的房？你没用过信用卡？博什么眼球出位？你个跳梁小丑，良知和廉耻都不要了，滚粗行吗？[打脸],wb,2018-08-08 10:48:19,150,海南海口
1350,49.92.84.182,0,方_小同,是在说房子吗,wb,2018-08-08 10:48:19,151,江苏徐州
1351,118.250.51.148,0,tianzhenhb,明明知道人民币会一起贬值，也常常和家人说起当年姐姐刚参加工作的时候每个月存15块钱的完全没必要。然而害怕以后的生活没有保障还是不敢花钱继续辛辛苦苦存钱的我也非常可怜。这是谁的错呢？,wb,2018-08-08 10:48:15,151,湖南长沙
1352,222.178.14.174,0,黑崽私生饭,姐姐生怕我枪毙不了呢,wb,2018-08-08 10:48:14,151,重庆
1353,124.207.9.24,0,时光之末魔兽之殇,从高储蓄国家到高负债，是人民的错？是千禧一代的错？这代人民不行是吗。当然只会借贷无力偿付的都是废物[怒骂],wb,2018-08-08 10:48:12,151,北京海淀
1354,99.91.163.68,0,刘雯的老婆,新款智能手机、大牌衣服、星巴克……如果买这些东西能让整个Millennial一代背上债务，那恐怕就是国家的问题了吧……[摊手],wb,2018-08-08 10:48:08,151,美国德克萨斯州
1355,116.232.113.184,1,Melodytao1111,罪孽深重的我不配苟活[微笑],wb,2018-08-08 10:48:07,151,上海
1356,111.194.238.68,0,艾尔莎梨,消费升级还要共克时艰，掏空六个钱包但是不要贷款，你们还让年轻韭菜好好成长不？,wb,2018-08-08 10:48:06,151,北京
1357,112.96.197.132,0,星象师-欧阳伯甫,这个锅我们不背，表示没有这个能力啊,wb,2018-08-08 10:48:03,151,广东广州
1358,118.115.199.147,0,HYS-STASH,“历史上来说” 可耻的可就太多了,wb,2018-08-08 10:48:02,151,四川成都
1359,58.22.114.26,0,陆无染,中国完不完关我屁事 我想自己活得快乐 也想每个中国人活得快乐,wb,2018-08-08 10:47:56,151,福建福州
1360,121.237.60.201,0,兴趣广泛而多变,消费不带动经济吗[吃瓜]之前的宣传到哪去了？？银行收入就靠借贷啊,wb,2018-08-08 10:43:52,154,江苏南京
1361,180.110.51.206,0,眼科淋大夫,那房子也不用买了，房贷才重呢,wb,2018-08-08 10:43:46,154,江苏南京
1362,107.77.230.174,0,苗坤House,拉动内需市场增长的时候在哪,wb,2018-08-08 10:43:46,154,美国加利福尼亚州
1363,219.153.176.26,0,猫奴癌晚期摩杰西,为了骂这篇文章 我关注了一波,wb,2018-08-08 10:43:33,154,重庆
1364,117.136.13.207,0,今天认真吃饭了么,村里人没进过星巴克,wb,2018-08-08 10:43:33,154,海南海口
1365,117.136.14.74,0,月亮sama躲猫猫,本90年生人从出生到现在都被叫垮掉的一代，有本事让各大行不要给我发信用卡，也不要给我涨额度,wb,2018-08-08 10:43:21,154,广西
1366,115.238.94.211,0,文若才是真绝色,这标题什么毛病,wb,2018-08-08 10:43:19,154,浙江杭州
1367,114.135.240.110,0,麻袋麻袋拿个麻袋,中国年轻人太可怜了，拼了命生活，结果80后90后被称为垮掉的一代，现在又要开始甩锅给00后,wb,2018-08-08 10:43:19,154,贵州贵阳
1368,124.64.16.76,0,阿茶爱吃猕猴桃,我说怎么老爹突然让我别用花呗了[黑线],wb,2018-08-08 10:43:16,154,北京
1369,113.5.4.159,11,桃二一,刺激内需的时候……可不是这么说的吧,wb,2018-08-08 10:43:14,154,黑龙江哈尔滨
1370,123.147.250.57,0,睡醒了就困,你背的动嘛[笑cry],wb,2018-08-08 10:42:53,155,重庆
1371,182.97.115.124,0,猫萌狗蠢人贱,老老实实当韭菜好么,wb,2018-08-08 10:42:50,155,江西南昌
1372,110.174.12.18,0,九门九丈九,我倒想买房 10w一平 我想买也买不起啊,wb,2018-08-08 10:42:43,155,澳大利亚
1373,119.134.103.19,0,ahho66,韭菜放弃成长,wb,2018-08-08 10:42:43,155,广东茂名
1374,125.76.212.244,0,米猴几,嗯嗯！辣么多的地方债务就是我们年轻人借的！[并不简单],wb,2018-08-08 10:42:27,155,陕西西安
1375,223.72.42.5,3,靖川的大胡子,为啥贷款可耻？？我初中政治学消费的时候就鼓励过贷款啊。小编回去读一下初中吧,wb,2018-08-08 10:42:19,155,北京
1376,223.116.145.203,0,涵予予涵,这锅甩的……,wb,2018-08-08 10:42:19,155,新疆昌吉回族自治州
1377,113.57.183.225,1,moot22,价值几百万房子你买的起？,wb,2018-08-08 10:41:54,155,湖北武汉
1378,111.61.66.51,0,fgdzjj,这种话题也能端上来讨论？脑子不是残废就是有病,wb,2018-08-08 10:41:49,155,河北石家庄
1379,180.113.115.47,0,孙大白只说大白话,钱存银行一张印两张，让穷人帮国家还债？,wb,2018-08-08 10:41:34,155,江苏无锡
1380,119.39.248.72,0,挽着蜗牛去散步呀,对于这些言论真是够够的了，真的不要把什么都往90后年轻人啥的身上甩好吗,wb,2018-08-08 10:41:30,156,湖南长沙
1381,112.98.164.145,0,Mi-aout喵,我们咋可能带领国家，我们明明跟党走。,wb,2018-08-08 10:41:27,156,黑龙江伊春
1382,49.92.178.156,0,用户6438750006,我克制住自己不要骂出声[微笑],wb,2018-08-08 10:41:10,156,江苏徐州
1383,117.136.44.192,0,星之卡比兽,原文表达的是啥？你标题写的是啥？真牛批。,wb,2018-08-08 10:41:09,156,河南郑州
1384,121.20.134.101,0,出来讲几句话,嗖嗖,wb,2018-08-08 10:41:04,156,河北唐山
1385,223.104.212.15,0,梁小格格,没关系，我已经是中年人了,wb,2018-08-08 10:41:04,156,上海
1386,49.66.113.123,0,Togashi_Yuuta,笑死了 富二代们买豪车高档手表就行 我用智能手机喝星巴克不行✋🏻,wb,2018-08-08 10:41:04,156,江苏无锡
1387,117.136.66.182,0,张建设0517,说好的消费观念要改变的呢？,wb,2018-08-08 10:40:59,156,江苏淮安
1388,223.104.246.17,0,一壶二鬼,啧，买什么房，生什么孩子，我他妈自己用都要被人说[费解][费解],wb,2018-08-08 10:40:56,156,浙江
1389,117.136.60.179,0,d2lon,从来没自拍过的举手,wb,2018-08-08 10:40:27,156,江西
1390,106.17.222.251,0,EdisonPapillon,笑死了[二哈],wb,2018-08-08 10:40:24,157,湖南长沙
1391,211.97.131.126,0,艳玲在水一方,哈哈哈,wb,2018-08-08 10:40:14,157,福建福州
1392,140.243.15.46,0,鉄腕AstroBoy,六个钱包被掏空了，好意思说借贷消费？,wb,2018-08-08 10:40:10,157,福建福州
1393,180.160.2.87,0,今天也是一只优秀的锦鲤精,看前面借贷我还挺不信的…看了看后面感觉是我还挺喜欢的生活hhhhh完蛋 dbq,wb,2018-08-08 10:39:59,157,上海
1394,183.248.199.146,0,ENBBK,买不起房子[跪了][跪了][跪了],wb,2018-08-08 10:39:59,157,浙江绍兴
1395,118.206.224.231,0,xiaomeixianer,没关系，哪一代新人，没有被危险过，中国不还是中国，发展也没停过。,wb,2018-08-08 10:39:55,157,湖南长沙
1396,112.13.234.144,0,李洋洋爱吃西瓜,这个和我们年轻人有关系么？我们背锅了？,,2018-08-08 10:39:49,157,浙江宁波
1397,221.4.32.29,0,Redbreas_C,买不起的不是手机星巴克，而是房子，最大的贷款来自房地产，是房地产带中国走向了危机吧[挖鼻],wb,2018-08-08 10:39:43,157,广东广州
1398,223.74.241.23,0,玺子的小文一,我拜托你不要总是散布谣言,wb,2018-08-08 10:39:37,157,广东揭阳
1399,61.69.103.126,0,芝麻酱芝麻油芝麻糊,冲进去看评论，然后默默给热评第一条点了赞。。,wb,2018-08-08 10:39:05,157,澳大利亚
1400,122.96.43.214,0,社会主义小飞机,我也看到这一篇了，最近中国好多事啊,wb,2018-08-08 10:39:04,158,江苏南京
1401,122.96.43.164,0,偶咯去咯踢楼哈,你个孤儿小哑巴,wb,2018-08-08 10:38:57,158,江苏南京
1402,27.18.193.95,0,气泡冰饮,别的不说，最新款的智能手机大牌衣服哈哈星巴克的自拍还能搬上台呢哈哈哈哈哈哈,wb,2018-08-08 10:38:50,158,湖北武汉
1403,59.52.11.229,0,阿屎和羊驼,@金刚芭比兽 @Tony叫啥好 呵呵。。我真不知道说什么好。你们都千万别回国。背上房贷是可耻的哦。借贷是可耻的哦。现在没钱都是年轻人的错。,wb,2018-08-08 10:38:49,158,江西南昌
1404,101.90.124.112,0,蛋挞小奶昔,哈哈哈哈，这锅扣的有理有据，扣锅水平666,wb,2018-08-08 10:38:49,158,上海
1405,120.12.83.53,0,枈心,我就不，我啥也不买因为没钱[doge],wb,2018-08-08 10:38:06,158,河北张家口
1406,180.102.221.250,0,追涨杀跌的小艺术家二水,我能不能从另一个侧面理解，他们还年轻[二哈],wb,2018-08-08 10:37:41,158,江苏南京
1407,112.224.17.195,0,林少语V,从年轻人本心来讲，可能真的很少有自愿购房的，确实会影响到国家的支柱产业。但是，别忘了，还有丈母娘呢！,wb,2018-08-08 10:37:40,158,山东济南
1408,117.136.64.138,0,看我衣服上的小黄鸭,精神分裂症患者,wb,2018-08-08 10:37:28,158,四川成都
1409,117.136.38.139,0,恩祺oppa,文章发布者是俄罗斯卫星网，对中国国情不够了解写出这么个东西多少可以原谅。而且看内容总体不歪，大概主旨是借贷消费量力而行。but，题目是真的烂,wb,2018-08-08 10:37:24,158,北京
1410,223.104.173.107,0,野渡大魔王,努力消费带动经济也有错了吗,wb,2018-08-08 10:37:24,159,江西南昌
1411,180.136.54.163,0,沢了个大沢,哼( ´◔ ‸◔'),wb,2018-08-08 10:37:19,159,广西河池
1412,139.207.98.248,0,Keyboardist_L,对不起我的国[泪],wb,2018-08-08 10:37:06,159,四川成都
1413,117.136.86.8,0,喜欢strawberry吗,臣妾做不到哇,wb,2018-08-08 10:37:06,159,陕西西安
1414,223.104.108.223,0,白果儿儿,真是老父亲视角了,wb,2018-08-08 10:37:02,159,河南
1415,112.45.48.173,0,今昔不负明天,90后也被冤枉过，说是扶不起的一代，现在00后出来又挨打，哪个时代没有牛逼的人物，又没有辣鸡。[白眼],wb,2018-08-08 10:36:58,159,四川南充
1416,140.243.51.174,0,青柠红茶_,这个房价，有几个不贷款的？,wb,2018-08-08 10:36:55,159,福建福州
1417,103.3.99.80,0,远是非,庞大债务难道不是房贷吗？最最本分老实的我们不会去花天酒地，就想有个自己的窝罢了,wb,2018-08-08 10:36:49,159,天津
1418,101.94.128.39,0,ALMONDSA,这他妈都能甩给年轻人,wb,2018-08-08 10:36:41,159,上海
1419,114.242.249.107,0,说球者黄航,璇姐好，我是08年奥运在您那里实习过 请问您那里还有8号和9号的报纸吗？我都留了但是一时找不到，想今天发个照片纪念一下。我当时是跟方老师作版，记得都是二版。如果您那里有的话能不能拍个照片传给我呢，谢谢您！,wb,2018-08-08 10:36:39,159,北京
1420,221.192.180.212,0,想要很多钱的兔斯基,给我一个铁刷子，让我刷刷大黑锅。,wb,2018-08-08 10:36:38,160,河北
1421,61.158.147.105,0,斯内可Ben,北京时间8月7日消息 俄罗斯卫星网报道，据英国《金融时报》（FT）援引中国国际金融股份有限公司（CICC）投行的数据报道，……在这特么到底是谁放的屁,wb,2018-08-08 10:36:38,160,河南开封
1422,117.136.0.199,0,Serendipeco味花生酱,看到sisu惊了一下…………,wb,2018-08-08 10:36:31,160,北京
1423,117.61.8.30,0,民女的日常,蚂蚁花呗，京东白条，微粒贷，各种借贷APP，随时上门的各银行信用卡推销员…… blablablablablabla ……,wb,2018-08-08 10:36:26,160,江苏无锡
1424,210.13.76.218,0,搞七捻三37,手机，奢侈品，星巴克不背锅,wb,2018-08-08 10:36:24,160,上海
1425,111.201.246.210,0,芦苇要说话,美国年轻人带领美国走向危机了吗？还财经大V，1:7了知道吗。,wb,2018-08-08 10:36:23,160,北京
1426,112.96.164.58,0,山都平,原文一转没,wb,2018-08-08 10:35:52,160,广东广州
1427,59.44.150.102,0,噗啊噗啊噗啊噗,怪我咯~,wb,2018-08-08 10:35:33,160,辽宁鞍山
1428,124.78.37.122,0,肚子一人_去哪里,哈哈哈哈 这锅我们不背,wb,2018-08-08 10:35:31,160,上海
1429,220.202.152.26,0,Florian__z,我很认同这种说法，我们应该支持国家，减少借贷，不买房[doge][doge],wb,2018-08-08 10:35:25,160,湖南长沙
1430,122.192.15.134,0,Tianyyi_Zhang,一起来做年轻背锅侠,wb,2018-08-08 10:34:17,162,江苏南京
1431,117.136.101.235,0,Dream云深不归,[微笑]谁给我贷款买的星巴克和苹果的？赶快出来！！,wb,2018-08-08 10:34:17,162,安徽合肥
1432,112.45.48.173,0,今昔不负明天,90后被冤枉过了，说是扶不起的一代，现在00后又来挨打[污],wb,2018-08-08 10:34:15,162,四川南充
1433,124.160.212.239,0,越城小官人,不是领路人怎么带领？,wb,2018-08-08 10:34:11,162,浙江绍兴
1434,140.243.18.156,0,Karatachi,我家十年前5000块一平的房子现在都涨到5w了，我以后自己出去租不租的起房子都是问题，还要被骂买不起房[悲伤],wb,2018-08-08 10:34:11,162,福建福州
1435,27.18.150.18,0,格式君的书架,能买得起这些的也是年轻人里的少数吧，真是瞎写[允悲],wb,2018-08-08 10:34:10,162,湖北武汉
1436,49.68.108.213,0,樱桃王球球,团结一致才能对抗危机，互相推诿，媒体真是极不负责任,wb,2018-08-08 10:34:06,162,江苏徐州
1437,110.241.195.177,0,莫妮卡聆风,这茬韭菜不行啊！,wb,2018-08-08 10:34:05,162,河北邢台
1438,221.226.34.154,0,快乐福禄,又来，和前些年说独生子是垮掉的一代没什么区别，年轻人招谁惹谁了？,wb,2018-08-08 10:33:39,162,江苏南京
1439,112.17.243.134,0,余人节灬,别墨迹 都给我哭！,wb,2018-08-08 10:33:28,162,浙江
1440,117.136.46.60,0,Barnett小表哥,千禧一代也包含我本人。[笑cry],wb,2018-08-08 10:33:19,163,江苏苏州
1441,61.148.244.235,0,小小蟑螂98,不然辛苦攒钱存银行， 让银行拿去全世界冲大爷？风险不能都让银行转嫁了！,wb,2018-08-08 10:33:17,163,北京
1442,61.157.133.86,0,一天到晚游泳的鱼23333,呆了，真不要脸啊,wb,2018-08-08 10:33:16,163,四川绵阳
1443,121.8.239.131,0,月痕Tsukikon-,？？这个报道说话可真的瞎了。。,wb,2018-08-08 10:33:13,163,广东广州
1444,113.214.210.242,0,hadesplx,最大的债务体系，最难偿还的债务不就是房贷吗？这个债务是谁给年轻人的呢？既然年轻人的债务使国家走上危机，那么，是谁诱使年轻人走上这个不归路的呢？年轻人都被逼着使国家走上危机了，那岂不是更应该把诱使年轻人走上这道路的人按照企图颠覆国家的罪名进行处理呢？,wb,2018-08-08 10:33:06,163,浙江绍兴
1445,223.104.63.99,0,陈嗣斌,房价这么贵，不借贷?是国家带领年轻人走向危机才对，标题说反了[摊手],wb,2018-08-08 10:33:04,163,广东
1446,218.30.128.102,0,妞的纽扣,@保护我方艾比 看评论,wb,2018-08-08 10:32:55,163,广东佛山
1447,27.221.102.122,0,醒来醉影赏月,都是他妈房子的贷款，消费都是小的,wb,2018-08-08 10:32:53,163,山东济南
1448,117.91.23.248,2,愿余生褪去浮华,嗯，年轻一代都是负债消费的，你怎么不问问22到30岁之间的婚后青年负债有多大？一套房先把六个钱包上交国家，下半生还要当房奴，孩奴，有钱能消费？呵呵,wb,2018-08-08 10:32:47,163,江苏扬州
1449,223.104.1.202,0,小手好冰凉-,写这个文案的可以下岗休息了,wb,2018-08-08 10:32:42,163,广东江门
1450,117.179.38.126,0,该死的锤子倒闭,房价高是年轻人的锅？我错了。,wb,2018-08-08 10:32:32,164,黑龙江鸡西
1451,223.104.4.243,0,楚王李剑,是谁？[费解][费解][费解],wb,2018-08-08 10:32:31,164,江苏苏州
1452,119.129.97.224,0,張小橘_唔係菊,蛋蛋后表示：敲你蟆[doge],wb,2018-08-08 10:32:31,164,广东广州
1453,126.212.255.50,0,-関-,yeah,wb,2018-08-08 10:32:22,164,日本
1454,113.69.33.105,0,窮到無人要,院长放心，这锅跟你无关[爱你],wb,2018-08-08 10:32:19,164,广东佛山
1455,113.115.58.196,0,H_RJ丶,关我们年轻人屁事啊,wb,2018-08-08 10:32:11,164,广东广州
1456,61.173.234.98,1,大昇鲁家的疯子,放它niang的屁[吐]这特么瞎扣锅,wb,2018-08-08 10:31:53,164,上海
1457,58.220.95.30,0,王冯的blog,咦？80年代第一代独生子女已经垮掉了。现在轮到90和00年代啦 哈哈哈哈哈哈😂,wb,2018-08-08 10:31:52,164,江苏扬州
1458,117.89.19.220,0,糖霜柴柴,这个小编头脑不好,wb,2018-08-08 10:31:52,164,江苏南京
1459,106.34.136.255,0,烤翅-已A游戏专心带娃,这锅甩的……,wb,2018-08-08 10:31:52,164,河南郑州
1460,222.209.8.104,0,锦瑟荼靡,是不是觉得这届年轻人特别能扛啊……看正文的意思，买个iPhone背十几万高利贷的锅也是该年轻人背？[汗],wb,2018-08-08 10:31:51,165,四川成都
1461,125.121.47.67,0,T_KMHM_T,我可哔您哔哔个哔的吧[微笑],wb,2018-08-08 10:31:50,165,浙江杭州
1462,69.136.107.183,0,CharlotteSept,消费手机和咖啡=欠债？扔锅不说还扣盆？要脸吗？经济走向危机是因为大众消费？你经济是思想政治老师教的？没人消费钱生不出钱的时候打算把锅扔给谁？,wb,2018-08-08 10:31:48,165,美国新泽西州
1463,113.88.211.103,0,就一铲屎的,生孩子是不可能生的了，又不想去买房，只能靠喝星巴克，买新手机这样子才能维持的了生活[doge],wb,2018-08-08 10:31:47,165,广东深圳
1464,113.57.245.173,0,小米真的棒棒哒,活着真累,wb,2018-08-08 10:31:46,165,湖北武汉
1465,117.136.5.23,0,咸鱼老关,那我...？？,wb,2018-08-08 10:31:18,165,辽宁沈阳
1466,223.104.63.194,0,口渴而已,我没吃过星巴克，我用的移动预充话费送的华为手机，不好意思，你篇文章代表不了我们年轻人,wb,2018-08-08 10:31:12,165,广东
1467,103.251.98.130,0,马甲君恨马甲太多,这盘接不了接不了……,wb,2018-08-08 10:31:12,165,广西南宁
1468,219.156.4.88,0,38号镁糸性能控,句句扎心[吃瓜],wb,2018-08-08 10:31:07,165,河南郑州
1469,36.42.35.142,0,五彩缤纷桶,这锅我背了,wb,2018-08-08 10:30:57,165,陕西宝鸡
1470,125.69.126.74,0,暂时的旅程,这是提前打预防针的节奏吗,wb,2018-08-08 10:30:49,166,四川成都
1471,113.77.45.59,0,有喵酱-,？？[费解][费解],wb,2018-08-08 10:30:37,166,广东东莞
1472,123.124.145.250,0,师匠TodQ,“在中国靠借贷过活是可耻的。更何况，中国人素来都尽量努力攒钱，以应付艰难的日子。”您不是应该和银行/房地产公司/当地政府强调这一点么。,wb,2018-08-08 10:30:36,166,北京
1473,106.58.120.244,0,银色的天然卷混蛋,呃……我们90后招谁惹谁了，什么锅都往我们身上甩[微笑],wb,2018-08-08 10:30:36,166,云南怒江傈僳族自治州
1474,117.136.79.69,0,啊你呢啊哦,就算你不吃不喝也未必能买到房好吗,wb,2018-08-08 10:30:33,166,广东
1475,223.104.64.129,0,这是一道送命题啊同学,挺好的,wb,2018-08-08 10:30:32,166,广东
1476,61.158.146.28,0,快乐阿欣,建议把我们这一代直接消灭掉，6070努努力生新一代接班人,wb,2018-08-08 10:30:26,166,河南开封
1477,171.93.91.204,0,格Mentha_haplocalyx,@无良鬼  @哎哟喂咦呀7  哈哈哈评论说韭菜不好好长233,wb,2018-08-08 10:30:22,166,四川宜宾
1478,111.199.141.202,0,想在云端看星星,没钱喝杯咖啡都有错[费解],wb,2018-08-08 10:30:20,166,北京
1479,117.136.45.146,0,靠大朴,良好的金融习惯和信用记录是立身之本,wb,2018-08-08 10:30:19,166,江苏南京
1480,111.16.50.64,0,Oranmaro,指望着年轻人干活，还嫌弃年轻人不够努力[吐],wb,2018-08-08 10:30:15,167,山东临沂
1481,113.88.160.248,0,创造101-杰瑞米克拉克森,抬举我了,wb,2018-08-08 10:30:14,167,广东深圳
1482,117.136.79.238,0,badasspig,说得好像不玩乐就买得起房一样，难道每个年轻人不吃不喝几十年？ 况且看这房价，是省钱能省出来房子的？？？,wb,2018-08-08 10:30:12,167,广东
1483,114.242.249.250,0,小鸟游六发丶,反正怪这届群众就对啦[拜拜],wb,2018-08-08 10:30:03,167,北京
1484,218.4.146.123,0,ClockFvck,点进去第一段话就说了哪的文章，他们不会看的，标题党这么多年一直很吃香,wb,2018-08-08 10:29:48,167,江苏苏州
1485,223.104.217.65,0,性感邪神_在线脱发,好的 不生娃了 不结婚了 给自己找气受还要还房贷[皱眉],wb,2018-08-08 10:29:45,167,四川
1486,222.208.125.114,0,南山不老,这话说的真有道理。都消费不起了，危机和我们什么关系,wb,2018-08-08 10:29:07,167,四川自贡
1487,223.104.190.60,0,一只白滚滚-,对不起，我不应该买房子,wb,2018-08-08 10:28:44,167,山东
1488,180.168.94.78,0,叫面面但是真的不爱吃面,ok,wb,2018-08-08 10:28:35,167,上海
1489,113.0.130.43,1,杨树苗啊,不结婚不买房不生孩子，你们这是要拖垮国家啊[doge]本罪人不但毫不反思而且还用花呗点了一份开封菜,wb,2018-08-08 10:28:19,167,黑龙江哈尔滨
1490,61.148.243.35,0,夏末-清风,中国崛起要靠809000,wb,2018-08-08 10:28:04,168,北京
1491,203.160.71.107,0,Steve和lau,你完全可以指出来哪部分或者哪个逻辑结构抨击了消费[允悲],wb,2018-08-08 10:27:57,168,香港
1492,119.113.112.106,0,老衲西门庆,说的好像是我，欠着几十万的房贷,wb,2018-08-08 10:27:13,168,辽宁大连
1493,117.136.46.104,0,张子钰zzy,啊哈哈哈哈哈哈哈哈哈哈哈哈😂,wb,2018-08-08 10:27:10,168,江苏南京
1494,117.136.39.80,0,xSun24,以前是说80后 后来说我们90 现在是00了,wb,2018-08-08 10:26:41,168,广东深圳
1495,60.30.43.42,0,晓了晓,举报有理。,wb,2018-08-08 10:26:15,168,天津
1496,113.70.214.15,0,提子佬_,。。我真有本事不买房，因为买不起,wb,2018-08-08 10:26:13,168,广东佛山
1497,106.120.233.101,0,9213肖肖,好大一个锅,wb,2018-08-08 10:26:04,168,北京
1498,124.127.67.147,0,洛夏月,拉动消费 但是你得用自己的存款不能借贷[二哈]不要脸到这种地步,wb,2018-08-08 10:25:50,168,北京
1499,210.12.208.224,0,拥挤的屋顶_1024,你又不是年轻人了[呵呵],wb,2018-08-08 10:25:41,168,北京
1500,124.65.160.70,0,雨前羽街,啥意思？鼓励大家全款买房么？,wb,2018-08-08 10:25:19,169,北京
1501,103.228.209.239,0,睡不醒用户,@今天还是肖可爱 一口黑锅企图笼罩你,wb,2018-08-08 10:23:58,169,广西
1502,202.105.150.194,0,稀释-岁月,哈哈，90后00后提前当上了背锅侠？,wb,2018-08-08 10:23:28,169,广东深圳
1503,171.210.145.75,0,非君子_mayer,现在年轻人可真的惨,wb,2018-08-08 10:23:28,169,四川成都
1504,111.187.22.5,0,呼哧呼哧呼哧呼哧,这篇报道初载于俄罗斯卫星网,wb,2018-08-08 10:23:22,169,上海
1505,112.65.61.62,0,木木淮,原来我们有这么大的力量嘛[跪了],wb,2018-08-08 10:23:13,169,上海
1506,115.171.45.184,0,星空云海之舟,年轻人招谁惹谁了,wb,2018-08-08 10:22:48,169,北京
1507,113.57.182.90,0,Jimmy-41,评价下一辈人不行的，都是些垃圾,wb,2018-08-08 10:20:35,169,湖北武汉
1508,103.251.99.99,0,我偷偷看着你呢,哈哈哈哈哈哈哈那里自拍不会好看吧…没拍过,wb,2018-08-08 10:20:32,169,广西南宁
1509,122.192.14.114,0,巴陵侯云月清,[微笑]当年说80后说毁掉的一代，后来90后，现在终于到00后了吗,wb,2018-08-08 10:19:53,169,江苏南京
1510,113.70.182.53,0,老猫摩克,你没买不等于大家都没买。过几年看看这辈年轻人，有房的不会少，只是有的是自己和家人供的，有的是乡下已经自建了，各人有房的方式方法不同。,wb,2018-08-08 10:19:44,170,广东佛山
1511,171.82.161.124,0,请叫他小仙男,说得好哇,wb,2018-08-08 10:19:32,170,湖北武汉
1512,119.109.102.234,0,RhettButler520,@好想要个霸气的名字999YOOO 都怪你！！！！,wb,2018-08-08 10:19:29,170,辽宁大连
1513,106.121.63.128,0,海扬帆,标题写反了吧?,wb,2018-08-08 10:19:28,170,北京
1514,113.91.151.46,0,该昵称没有被占用哈哈,钱存着存着便发现钱已经贬值了。,wb,2018-08-08 10:19:21,170,广东深圳
1515,115.148.141.110,0,一时瞬间消失,文章内容和国家现行政策不符。前几年大喊特喊的“拉动消费”，现在又反过来指责我们90后，00后过度消费，导致了信贷危机，对国家发展很不利？小编看到我们年轻一代喝星巴克，用大牌，有没有看到我们更多的生活状态是为了还房贷焦头烂额？,wb,2018-08-08 10:19:21,170,江西南昌
1516,115.148.141.110,0,一时瞬间消失,文章标题明明是立足国家经济不景气这一宏观画面，却大篇幅讲了校园中的信贷安全问题，恶意是不是太明显了一点？大学生是三明治中被两面夹击的生菜，前有校园后有社会，反正都没人说你好。,wb,2018-08-08 10:19:12,170,江西南昌
1517,61.155.4.42,0,fox_of_ice,中国每届年轻人都不行啊，这都多少年的论调了。,wb,2018-08-08 10:19:04,170,江苏南京
1518,221.192.178.203,0,今天也是很快乐的桃纸啊,有趣,wb,2018-08-08 10:18:57,170,河北
1519,117.136.45.76,0,朝阳门街铲屎办,只要把住房教育医疗握住了，其它那点都不叫事儿,wb,2018-08-08 10:18:46,170,江苏南京
1520,14.111.56.223,0,kobbyo,哦？[吃惊],wb,2018-08-08 10:18:38,171,重庆
1521,171.93.17.177,0,但愿君,这锅,wb,2018-08-08 10:18:38,171,四川宜宾
1522,112.19.237.59,0,益黯之光,这锅真的是睿智,wb,2018-08-08 10:18:37,171,四川广安
1523,114.242.249.14,0,Sophie诺诺,/什么鬼新闻/@安定医院郝医生:心疼现在的年轻人，真的,wb,2018-08-08 10:18:31,171,北京
1524,183.205.100.147,0,黑猫猎人Hawking,我已经可以看到下一代普遍租房过活的未来了 _(:з」∠)_,wb,2018-08-08 10:18:28,171,河南鹤壁
1525,183.200.54.157,0,忙到没时间拍照,这是俄媒的报道吧……,wb,2018-08-08 10:18:27,171,山西临汾
1526,183.27.97.20,0,讨厌粤菜,温室效应，房价，经济，犯罪率都是千禧一代的错罢辽👌,wb,2018-08-08 10:18:26,171,广东佛山
1527,125.31.33.2,0,CaptainChoi,这节奏带的厉害,wb,2018-08-08 10:18:23,171,澳门
1528,223.104.212.82,0,低血压monster,那是不是因为现在工资低物价高的问题？拉不出屎怪马桶？,wb,2018-08-08 10:17:38,171,上海
1529,101.90.255.131,0,Makehoshi,枪毙枪毙！统统枪毙！,wb,2018-08-08 10:17:38,171,上海
1530,111.172.28.6,0,狐狸的四点钟,还好我已经不是年轻人了[皱眉],wb,2018-08-08 10:16:31,173,湖北武汉
1531,223.104.5.214,0,深海不剩星光S,哪个看过几篇经济学文章的编辑写的，自以为懂经济学了？举例说的中国家庭负债率有可能会增长，请问家里事只有年轻人在消费吗？黑也找点有水平的材料行吗？,wb,2018-08-08 10:16:26,173,上海
1532,59.172.40.31,0,bride-波斯猫超可爱,且不说这种借贷行为是否存在吧，以上所指的千禧一代基本上在95年以后，你摸着良心问问你自己有多少人大学毕业了，工作了，你上面说的千禧一代他妈大部分还在学校，我就不信一群学生还能把拖累国家经济，前代透支的锅给后代背是几个意思，你不如说全部年轻人该死砍了算了吧,wap,2018-08-08 10:16:21,173,湖北武汉
